"State","County","OBJECTID","DEPCODE","covid_hosp","bed_cencus","available","available_capacity","total_staffed_bed_capacity","adult_icu_census","available_adult_icu","available_adult_icu_pct","total_adult_icu_capacity","pediatric_icu_census","available_pediatric_icu","available_pediatric_icu_pct","total_pediatric_icu_capacity"
"Florida","Alachua",1,1,"89","1,492","233",13.5,"1,725","275","33",10.7,"308","38","9",19.1,"47"
"Florida","Baker",2,2,"35","466","159",25.4,"625","0","0",0,"0","0","0",0,"0"
"Florida","Bay",3,3,"22","451","86",16,"537","48","0",0,"48","3","1",25,"4"
"Florida","Bradford",4,4,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Brevard",5,5,"61","1,201","415",25.7,"1,616","131","44",25.1,"175","0","0",0,"0"
"Florida","Broward",6,6,"297","4,006","1,145",22.2,"5,151","389","82",17.4,"471","25","31",55.4,"56"
"Florida","Calhoun",7,7,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Charlotte",8,8,"22","396","206",34.2,"602","40","11",21.6,"51","0","0",0,"0"
"Florida","Citrus",9,9,"24","200","90",31,"290","26","14",35,"40","0","0",0,"0"
"Florida","Clay",10,10,"37","449","93",17.2,"542","43","7",14,"50","3","1",25,"4"
"Florida","Collier",11,11,"38","674","175",20.6,"849","51","34",40,"85","0","0",0,"0"
"Florida","Columbia",12,12,"10","103","0",0,"103","18","0",0,"18","0","0",0,"0"
"Florida","Dade",13,13,"450","5,996","2,501",29.4,"8,497","763","179",19,"942","65","46",41.4,"111"
"Florida","Desoto",14,14,"0","6","49",89.1,"55","1","7",87.5,"8","0","0",0,"0"
"Florida","Dixie",15,15,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Duval",16,16,"165","2,761","950",25.6,"3,711","309","128",29.3,"437","23","17",42.5,"40"
"Florida","Escambia",17,17,"66","1,009","480",32.2,"1,489","115","26",18.4,"141","6","10",62.5,"16"
"Florida","Flagler",18,18,"11","93","6",6.1,"99","17","1",5.6,"18","0","0",0,"0"
"Florida","Franklin",19,19,"0","1","14",93.3,"15","0","0",0,"0","0","0",0,"0"
"Florida","Gadsden",20,20,"57","741","212",22.2,"953","0","0",0,"0","0","0",0,"0"
"Florida","Gilchrist",21,21,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
