"State","County","OBJECTID","DEPCODE","covid_hosp","bed_cencus","available","available_capacity","total_staffed_bed_capacity","adult_icu_census","available_adult_icu","available_adult_icu_pct","total_adult_icu_capacity","pediatric_icu_census","available_pediatric_icu","available_pediatric_icu_pct","total_pediatric_icu_capacity"
"Florida","Alachua",1,1,"57","1,466","257",14.9,"1,723","280","28",9.1,"308","37","10",21.3,"47"
"Florida","Baker",2,2,"3","487","138",22.1,"625","0","0",0,"0","0","0",0,"0"
"Florida","Bay",3,3,"22","438","106",19.5,"544","56","6",9.7,"62","4","0",0,"4"
"Florida","Bradford",4,4,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Brevard",5,5,"63","1,174","437",27.1,"1,611","121","45",27.1,"166","0","0",0,"0"
"Florida","Broward",6,6,"198","4,149","1,071",20.5,"5,220","335","106",24,"441","43","33",43.4,"76"
"Florida","Calhoun",7,7,"0","4","6",60,"10","0","0",0,"0","0","0",0,"0"
"Florida","Charlotte",8,8,"28","480","133",21.7,"613","44","5",10.2,"49","0","0",0,"0"
"Florida","Citrus",9,9,"19","228","81",26.2,"309","30","10",25,"40","0","0",0,"0"
"Florida","Clay",10,10,"31","446","109",19.6,"555","47","15",24.2,"62","2","2",50,"4"
"Florida","Collier",11,11,"25","681","148",17.9,"829","53","32",37.6,"85","0","0",0,"0"
"Florida","Columbia",12,12,"20","95","0",0,"95","14","0",0,"14","0","0",0,"0"
"Florida","Dade",13,13,"259","6,258","2,400",27.7,"8,658","753","199",20.9,"952","76","43",36.1,"119"
"Florida","Desoto",14,14,"1","19","36",65.5,"55","1","7",87.5,"8","0","0",0,"0"
"Florida","Dixie",15,15,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Duval",16,16,"132","2,781","841",23.2,"3,622","333","93",21.8,"426","24","16",40,"40"
"Florida","Escambia",17,17,"37","1,097","359",24.7,"1,456","133","8",5.7,"141","11","5",31.2,"16"
"Florida","Flagler",18,18,"10","86","13",13.1,"99","13","5",27.8,"18","0","0",0,"0"
"Florida","Franklin",19,19,"0","1","14",93.3,"15","0","0",0,"0","0","0",0,"0"
"Florida","Gadsden",20,20,"7","628","325",34.1,"953","0","0",0,"0","0","0",0,"0"
"Florida","Gilchrist",21,21,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Glades",22,22,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Gulf",23,23,"0","7","14",66.7,"21","0","0",0,"0","0","0",0,"0"
"Florida","Hamilton",24,24,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
