"State","County","OBJECTID","DEPCODE","covid_hosp","bed_cencus","available","available_capacity","total_staffed_bed_capacity","adult_icu_census","available_adult_icu","available_adult_icu_pct","total_adult_icu_capacity","pediatric_icu_census","available_pediatric_icu","available_pediatric_icu_pct","total_pediatric_icu_capacity"
"Florida","Alachua",1,1,"68","1,530","197",11.4,"1,727","278","30",9.7,"308","41","6",12.8,"47"
"Florida","Baker",2,2,"16","460","165",26.4,"625","0","0",0,"0","0","0",0,"0"
"Florida","Bay",3,3,"28","443","88",16.6,"531","46","2",4.2,"48","4","0",0,"4"
"Florida","Bradford",4,4,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Brevard",5,5,"44","1,219","500",29.1,"1,719","132","43",24.6,"175","0","0",0,"0"
"Florida","Broward",6,6,"246","4,146","1,141",21.6,"5,287","356","101",22.1,"457","22","32",59.3,"54"
"Florida","Calhoun",7,7,"0","8","2",20,"10","0","0",0,"0","0","0",0,"0"
"Florida","Charlotte",8,8,"29","420","204",32.7,"624","42","7",14.3,"49","0","0",0,"0"
"Florida","Citrus",9,9,"24","233","81",25.8,"314","34","6",15,"40","0","0",0,"0"
"Florida","Clay",10,10,"36","475","81",14.6,"556","39","9",18.8,"48","4","0",0,"4"
"Florida","Collier",11,11,"31","659","194",22.7,"853","56","29",34.1,"85","0","0",0,"0"
"Florida","Columbia",12,12,"12","113","0",0,"113","19","0",0,"19","0","0",0,"0"
"Florida","Dade",13,13,"352","6,165","2,332",27.4,"8,497","757","179",19.1,"936","68","43",38.7,"111"
"Florida","Desoto",14,14,"1","10","45",81.8,"55","1","7",87.5,"8","0","0",0,"0"
"Florida","Dixie",15,15,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Duval",16,16,"149","2,814","924",24.7,"3,738","320","117",26.8,"437","25","15",37.5,"40"
"Florida","Escambia",17,17,"59","1,055","436",29.2,"1,491","129","12",8.5,"141","4","12",75,"16"
"Florida","Flagler",18,18,"17","89","10",10.1,"99","15","3",16.7,"18","0","0",0,"0"
"Florida","Franklin",19,19,"0","3","12",80,"15","0","0",0,"0","0","0",0,"0"
"Florida","Gadsden",20,20,"44","727","226",23.7,"953","0","0",0,"0","0","0",0,"0"
"Florida","Gilchrist",21,21,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Glades",22,22,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Gulf",23,23,"0","5","16",76.2,"21","0","0",0,"0","0","0",0,"0"
"Florida","Hamilton",24,24,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Hardee",25,25,"0","20","5",20,"25","0","0",0,"0","0","0",0,"0"
"Florida","Hendry",26,26,"2","11","18",62.1,"29","0","4",100,"4","0","0",0,"0"
"Florida","Hernando",27,27,"13","484","256",34.6,"740","45","19",29.7,"64","0","0",0,"0"
"Florida","Highlands",28,28,"25","212","46",17.8,"258","21","9",30,"30","0","0",0,"0"
"Florida","Hillsborough",29,29,"139","3,279","489",13,"3,768","345","30",8,"375","22","16",42.1,"38"
"Florida","Holmes",30,30,"0","11","9",45,"20","0","0",0,"0","0","0",0,"0"
"Florida","Indian River",31,31,"8","303","165",35.3,"468","17","11",39.3,"28","0","0",0,"0"
