"State","County","OBJECTID","DEPCODE","covid_hosp","bed_cencus","available","available_capacity","total_staffed_bed_capacity","adult_icu_census","available_adult_icu","available_adult_icu_pct","total_adult_icu_capacity","pediatric_icu_census","available_pediatric_icu","available_pediatric_icu_pct","total_pediatric_icu_capacity"
"Florida","Alachua",1,1,"98","1,435","284",16.5,"1,719","264","44",14.3,"308","39","8",17,"47"
"Florida","Baker",2,2,"34","466","159",25.4,"625","0","0",0,"0","0","0",0,"0"
"Florida","Bay",3,3,"27","450","96",17.6,"546","48","0",0,"48","3","1",25,"4"
"Florida","Bradford",4,4,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Brevard",5,5,"73","1,203","420",25.9,"1,623","116","59",33.7,"175","0","0",0,"0"
"Florida","Broward",6,6,"332","5,322","1,102",17.2,"6,424","363","100",21.6,"463","25","32",56.1,"57"
"Florida","Calhoun",7,7,"0","2","8",80,"10","0","0",0,"0","0","0",0,"0"
"Florida","Charlotte",8,8,"27","410","221",35,"631","40","9",18.4,"49","0","0",0,"0"
"Florida","Citrus",9,9,"34","231","74",24.3,"305","30","10",25,"40","0","0",0,"0"
"Florida","Clay",10,10,"38","443","107",19.5,"550","40","35",46.7,"75","4","0",0,"4"
"Florida","Collier",11,11,"40","691","170",19.7,"861","60","25",29.4,"85","0","0",0,"0"
"Florida","Columbia",12,12,"12","102","0",0,"102","10","0",0,"10","0","0",0,"0"
"Florida","Dade",13,13,"533","6,135","2,380",28,"8,515","737","191",20.6,"928","64","48",42.9,"112"
"Florida","Desoto",14,14,"3","18","37",67.3,"55","6","2",25,"8","0","0",0,"0"
"Florida","Dixie",15,15,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Duval",16,16,"168","2,655","1,099",29.3,"3,754","278","159",36.4,"437","18","22",55,"40"
"Florida","Escambia",17,17,"80","1,059","430",28.9,"1,489","132","9",6.4,"141","7","9",56.2,"16"
"Florida","Flagler",18,18,"14","94","5",5.1,"99","16","2",11.1,"18","0","0",0,"0"
"Florida","Franklin",19,19,"0","2","13",86.7,"15","0","0",0,"0","0","0",0,"0"
"Florida","Gadsden",20,20,"107","747","206",21.6,"953","0","0",0,"0","0","0",0,"0"
"Florida","Gilchrist",21,21,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Glades",22,22,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Gulf",23,23,"2","4","17",81,"21","0","0",0,"0","0","0",0,"0"
"Florida","Hamilton",24,24,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Hardee",25,25,"0","21","4",16,"25","0","0",0,"0","0","0",0,"0"
"Florida","Hendry",26,26,"1","11","18",62.1,"29","0","4",100,"4","0","0",0,"0"
"Florida","Hernando",27,27,"19","480","278",36.7,"758","40","22",35.5,"62","0","0",0,"0"
"Florida","Highlands",28,28,"21","202","57",22,"259","17","10",37,"27","0","0",0,"0"
"Florida","Hillsborough",29,29,"161","3,088","688",18.2,"3,776","284","82",22.4,"366","23","15",39.5,"38"
"Florida","Holmes",30,30,"0","6","14",70,"20","0","0",0,"0","0","0",0,"0"
"Florida","Indian River",31,31,"10","310","157",33.6,"467","13","19",59.4,"32","0","0",0,"0"
"Florida","Jackson",32,32,"8","36","58",61.7,"94","6","5",45.5,"11","0","0",0,"0"
"Florida","Jefferson",33,33,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Lafayette",34,34,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Lake",35,35,"60","700","198",22,"898","77","27",26,"104","0","0",0,"0"
"Florida","Lee",36,36,"97","1,421","431",23.3,"1,852","112","28",20,"140","66","20",23.3,"86"
"Florida","Leon",37,37,"65","742","111",13,"853","64","8",11.1,"72","4","5",55.6,"9"
