"State","County","OBJECTID","DEPCODE","covid_hosp","bed_cencus","available","available_capacity","total_staffed_bed_capacity","adult_icu_census","available_adult_icu","available_adult_icu_pct","total_adult_icu_capacity","pediatric_icu_census","available_pediatric_icu","available_pediatric_icu_pct","total_pediatric_icu_capacity"
"Florida","Alachua",1,1,"135","1,423","313",18,"1,736","276","32",10.4,"308","29","18",38.3,"47"
"Florida","Baker",2,2,"24","132","493",78.9,"625","0","0",0,"0","0","0",0,"0"
"Florida","Bay",3,3,"87","428","122",22.2,"550","54","7",11.5,"61","2","2",50,"4"
"Florida","Bradford",4,4,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Brevard",5,5,"110","1,098","524",32.3,"1,622","113","72",38.9,"185","0","0",0,"0"
"Florida","Broward",6,6,"1,123","4,375","963",18,"5,338","475","47",9,"522","34","26",43.3,"60"
"Florida","Calhoun",7,7,"3","2","8",80,"10","0","0",0,"0","0","0",0,"0"
"Florida","Charlotte",8,8,"47","466","228",32.9,"694","41","8",16.3,"49","0","0",0,"0"
"Florida","Citrus",9,9,"19","239","57",19.3,"296","29","11",27.5,"40","0","0",0,"0"
"Florida","Clay",10,10,"77","481","72",13,"553","39","3",7.1,"42","5","9",64.3,"14"
"Florida","Collier",11,11,"112","676","184",21.4,"860","63","22",25.9,"85","0","0",0,"0"
"Florida","Columbia",12,12,"25","101","16",13.7,"117","19","3",13.6,"22","0","0",0,"0"
"Florida","Dade",13,13,"1,655","6,822","1,664",19.6,"8,486","873","127",12.7,"1,000","64","34",34.7,"98"
"Florida","Desoto",14,14,"5","34","21",38.2,"55","7","1",12.5,"8","0","0",0,"0"
"Florida","Dixie",15,15,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Duval",16,16,"438","2,763","1,005",26.7,"3,768","341","96",22,"437","14","25",64.1,"39"
"Florida","Escambia",17,17,"183","1,085","388",26.3,"1,473","138","9",6.1,"147","3","13",81.2,"16"
"Florida","Flagler",18,18,"17","89","10",10.1,"99","17","1",5.6,"18","0","0",0,"0"
"Florida","Franklin",19,19,"0","1","14",93.3,"15","0","0",0,"0","0","0",0,"0"
"Florida","Gadsden",20,20,"70","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Gilchrist",21,21,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Glades",22,22,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Gulf",23,23,"6","10","11",52.4,"21","0","0",0,"0","0","0",0,"0"
"Florida","Hamilton",24,24,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Hardee",25,25,"0","24","1",4,"25","0","0",0,"0","0","0",0,"0"
"Florida","Hendry",26,26,"9","19","10",34.5,"29","0","0",0,"0","0","0",0,"0"
"Florida","Hernando",27,27,"61","520","202",28,"722","53","9",14.5,"62","0","0",0,"0"
"Florida","Highlands",28,28,"60","219","48",18,"267","30","3",9.1,"33","0","0",0,"0"
"Florida","Hillsborough",29,29,"451","3,282","589",15.2,"3,871","377","12",3.1,"389","27","14",34.1,"41"
"Florida","Holmes",30,30,"1","7","13",65,"20","0","0",0,"0","0","0",0,"0"
"Florida","Indian River",31,31,"25","321","6,645",95.4,"6,966","20","11",35.5,"31","0","0",0,"0"
"Florida","Jackson",32,32,"19","57","44",43.6,"101","16","0",0,"16","0","0",0,"0"
"Florida","Jefferson",33,33,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Lafayette",34,34,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Lake",35,35,"104","657","234",26.3,"891","75","29",27.9,"104","0","0",0,"0"
"Florida","Lee",36,36,"214","1,462","304",17.2,"1,766","109","22",16.8,"131","68","18",20.9,"86"
"Florida","Leon",37,37,"79","728","135",15.6,"863","66","6",8.3,"72","4","5",55.6,"9"
"Florida","Levy",38,38,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Liberty",39,39,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Madison",40,40,"0","5","10",66.7,"15","0","0",0,"0","0","0",0,"0"
"Florida","Manatee",41,41,"101","678","93",12.1,"771","60","8",11.8,"68","0","0",0,"0"
"Florida","Marion",42,42,"123","786","120",13.2,"906","79","8",9.2,"87","0","0",0,"0"
"Florida","Martin",43,43,"30","243","247",50.4,"490","14","25",64.1,"39","0","0",0,"0"
