"State","County","OBJECTID","DEPCODE","covid_hosp","bed_cencus","available","available_capacity","total_staffed_bed_capacity","adult_icu_census","available_adult_icu","available_adult_icu_pct","total_adult_icu_capacity","pediatric_icu_census","available_pediatric_icu","available_pediatric_icu_pct","total_pediatric_icu_capacity"
"Florida","Alachua",1,1,"138","1,413","293",17.2,"1,706","258","50",16.2,"308","30","17",36.2,"47"
"Florida","Baker",2,2,"35","123","502",80.3,"625","0","0",0,"0","0","0",0,"0"
"Florida","Bay",3,3,"82","432","125",22.4,"557","64","6",8.6,"70","1","3",75,"4"
"Florida","Bradford",4,4,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Brevard",5,5,"127","1,127","491",30.3,"1,618","133","46",25.7,"179","0","0",0,"0"
"Florida","Broward",6,6,"1,276","4,313","1,019",19.1,"5,332","481","49",9.2,"530","32","31",49.2,"63"
"Florida","Calhoun",7,7,"0","5","5",50,"10","0","0",0,"0","0","0",0,"0"
"Florida","Charlotte",8,8,"59","462","238",34,"700","49","10",16.9,"59","0","0",0,"0"
"Florida","Citrus",9,9,"29","197","98",33.2,"295","32","8",20,"40","0","0",0,"0"
"Florida","Clay",10,10,"86","463","91",16.4,"554","39","2",4.9,"41","3","11",78.6,"14"
"Florida","Collier",11,11,"156","688","178",20.6,"866","53","28",34.6,"81","0","0",0,"0"
"Florida","Columbia",12,12,"31","125","10",7.4,"135","10","1",9.1,"11","0","0",0,"0"
"Florida","Dade",13,13,"1,965","6,900","1,660",19.4,"8,560","880","125",12.4,"1,005","63","39",38.2,"102"
"Florida","Desoto",14,14,"2","26","29",52.7,"55","5","3",37.5,"8","0","0",0,"0"
"Florida","Dixie",15,15,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Duval",16,16,"490","2,930","1,083",27,"4,013","336","105",23.8,"441","20","20",50,"40"
"Florida","Escambia",17,17,"205","1,036","385",27.1,"1,421","135","6",4.3,"141","6","10",62.5,"16"
"Florida","Flagler",18,18,"20","91","8",8.1,"99","17","1",5.6,"18","0","0",0,"0"
"Florida","Franklin",19,19,"0","1","14",93.3,"15","0","0",0,"0","0","0",0,"0"
"Florida","Gadsden",20,20,"34","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Gilchrist",21,21,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Glades",22,22,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
"Florida","Gulf",23,23,"3","7","14",66.7,"21","0","0",0,"0","0","0",0,"0"
"Florida","Hamilton",24,24,"0","0","0",0,"0","0","0",0,"0","0","0",0,"0"
